ADDRESS,LATITUDE,LONGITUDE,ALTITUDE,ALTITUDE IN,2030 Med,Damage 2030,Damage Done 30,% 30,2060 Med,Damage 2060,Damage Done 60,% 60,LOT SIZE,CITY,COUNTY,LIST PRICE,ZIP CODE,year
1156 NE 88th St,25.856238,-80.173869,0.9,10.8,11,102517.6733,227482.3267,31.06596162,21,227496.1828,102503.8172,68.9382372,10695.63624,Miami,Miami-Dade County,330000,33138,2016
8381 E DIXIE HWY,25.852779,-80.180234,2.2,26.4,11,102517.6733,227382.3267,31.0753784,21,227496.1828,102403.8172,68.95913391,10695.63624,Miami,Miami-Dade County,329900,33138,2014
930 NE 80th St,25.848643,-80.177463,3.3,39.6,11,102517.6733,226482.3267,31.16038703,21,227496.1828,101503.8172,69.14777591,10695.63624,Miami,Miami-Dade County,329000,33138,2016
530 NE 76th St,25.844714,-80.186064,13.9,166.8,11,67095,257905,20.64461538,21,148890,176110,45.81230769,7000,Miami,Miami-Dade County,325000,33138,2017
758 NE 90th St,25.857539,-80.182737,7.1,85.2,11,102517.6733,222482.3267,31.54389949,21,227496.1828,97503.81724,69.99882546,10695.63624,Miami,Miami-Dade County,325000,33138,2017
884 NE 81 ST,25.855374,-80.193103,4.9,58.8,11,102517.6733,222482.3267,31.54389949,21,227496.1828,97503.81724,69.99882546,10695.63624,Miami,Miami-Dade County,325000,33138,2015
8895 NE 4 AV,25.863152,-80.192825,4.7,56.4,11,102517.6733,222482.3267,31.54389949,21,227496.1828,97503.81724,69.99882546,10695.63624,El Portal,Miami-Dade County,325000,33138,2014
800 NE 91st Ter,25.859278,-80.180926,1.6,19.2,11,69337.89,250662.11,21.66809063,21,153867.18,166132.82,48.08349375,7234,Miami,Miami-Dade County,320000,33138,2016
929 NE 80th St,25.849117,-80.177304,0.3,3.6,11,59810.4,260188.6,18.69080841,21,132724.8,187274.2,41.47662961,6240,Miami,Miami-Dade County,319999,33138,2018
437 NE 75 ST,25.855374,-80.193103,13.9,166.8,11,102517.6733,217382.3267,32.04678754,21,227496.1828,92403.81724,71.11478048,10695.63624,North Miami,Miami-Dade County,319900,33138,2015
800 Raymond St,25.857374,-80.126488,7.1,85.2,11,102517.6733,216482.3267,32.13720167,21,227496.1828,91503.81724,71.31541779,10695.63624,Miami Beach,Miami-Dade County,319000,33141,2019
754 NE 90th St,25.857314,-80.1826,5,60,11,102517.6733,216482.3267,32.13720167,21,227496.1828,91503.81724,71.31541779,10695.63624,Miami,Miami-Dade County,319000,33138,2016
710 NE 62 ST,25.855374,-80.193103,6.6,79.2,11,102517.6733,216482.3267,32.13720167,21,227496.1828,91503.81724,71.31541779,10695.63624,Miami,Miami-Dade County,319000,33138,2015
685 NE 86 ST,25.855374,-80.193103,1.6,19.2,11,102517.6733,216482.3267,32.13720167,21,227496.1828,91503.81724,71.31541779,10695.63624,Miami,Miami-Dade County,319000,33138,2015
912 NE 82 ST,25.855374,-80.193103,13.9,166.8,11,102517.6733,216482.3267,32.13720167,21,227496.1828,91503.81724,71.31541779,10695.63624,Miami,Miami-Dade County,319000,33138,2014
7352 GARY AV,25.858674,-80.128176,5,60,11,102517.6733,215682.3267,32.21799916,21,227496.1828,90703.81724,71.49471488,10695.63624,Miami Beach,Miami-Dade County,318200,33141,2014
130 NE 49th St,25.820228,-80.193232,13.9,166.8,11,60385.5,257614.5,18.98915094,21,134001,183999,42.13867925,6300,Miami,Miami-Dade County,318000,33137,2019
7910 HARBOR ISLAND DR,25.85018,-80.157799,1.7,20.4,11,102517.6733,212482.3267,32.54529312,21,227496.1828,87503.81724,72.2210104,10695.63624,North Bay Village,Miami-Dade County,315000,33141,2018
405 NE 90th St,25.858192,-80.188637,5,60,11,64698.75,250301.25,20.53928571,21,143572.5,171427.5,45.57857143,6750,El Portal,Miami-Dade County,315000,33138,2017
780 NE 69th St,25.838874,-80.180015,12.4,148.8,11,102517.6733,212482.3267,32.54529312,21,227496.1828,87503.81724,72.2210104,10695.63624,Miami,Miami-Dade County,315000,33138,2016
749 NE 82 ST,25.855374,-80.193103,13.9,166.8,11,102517.6733,212382.3267,32.55562824,21,227496.1828,87403.81724,72.24394499,10695.63624,Miami,Miami-Dade County,314900,33138,2015
8040 NE 8 CT,25.849326,-80.179778,0.4,4.8,11,102517.6733,209482.3267,32.85822863,21,227496.1828,84503.81724,72.91544319,10695.63624,Miami,Miami-Dade County,312000,33138,2014
8010 EAST DR,25.854527,-80.157285,1.3,15.6,11,102517.6733,207482.3267,33.0702172,21,227496.1828,82503.81724,73.38586541,10695.63624,North Bay Village,Miami-Dade County,310000,33141,2014
795 NE 82nd Ter,25.851187,-80.180523,13.9,166.8,11,102517.6733,207382.3267,33.08088846,21,227496.1828,82403.81724,73.4095459,10695.63624,Miami,Miami-Dade County,309900,33138,2016
1884 GALLEON ST,25.845155,-80.146631,3.1,37.2,11,102517.6733,207382.3267,33.08088846,21,227496.1828,82403.81724,73.4095459,10695.63624,North Bay Village,Miami-Dade County,309900,33141,2014
1330 Marseille Dr,25.855433,-80.133816,4.9,58.8,11,63606.06,245393.94,20.58448544,21,141147.72,167852.28,45.67887379,6636,Miami Beach,Miami-Dade County,309000,33141,2017
8940 NE 8th Ave,25.856698,-80.181395,0.3,3.6,11,102517.6733,206482.3267,33.17724056,21,227496.1828,81503.81724,73.62336012,10695.63624,Miami,Miami-Dade County,309000,33138,2016
738 NE 90 ST,25.863152,-80.192825,5,60,11,102517.6733,206482.3267,33.17724056,21,227496.1828,81503.81724,73.62336012,10695.63624,Miami Shores,Miami-Dade County,309000,33138,2015
9104 NE 10th Ave,25.859283,-80.17723,2.3,27.6,11,71887.5,235512.5,23.38565387,21,159525,147875,51.89492518,7500,Miami Shores,Miami-Dade County,307400,33138,2016
7334 Gary Ave,25.858311,-80.128111,3.6,43.2,11,102517.6733,197482.3267,34.17255778,21,227496.1828,72503.81724,75.83206092,10695.63624,Miami Beach,Miami-Dade County,300000,33141,2016
151 NE 53 ST,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,197481.3267,34.17267169,21,227496.1828,72502.81724,75.83231369,10695.63624,Miami,Miami-Dade County,299999,33137,2015
7270 Gary Ave,25.857608,-80.127373,7.1,85.2,11,102517.6733,197382.3267,34.18395243,21,227496.1828,72403.81724,75.8573467,10695.63624,Miami Beach,Miami-Dade County,299900,33141,2016
2010 CALAIS DR,25.853325,-80.142415,1.4,16.8,11,102517.6733,197382.3267,34.18395243,21,227496.1828,72403.81724,75.8573467,10695.63624,Miami Beach,Miami-Dade County,299900,33141,2015
401 NE 86th St,25.854547,-80.188839,7.1,85.2,11,53033.805,246466.195,17.70744741,21,117686.91,181813.09,39.29446077,5533,El Portal,Miami-Dade County,299500,33138,2017
348 NE 87th St,25.85482,-80.190224,2.3,27.6,11,102517.6733,196982.3267,34.22960712,21,227496.1828,72003.81724,75.95865868,10695.63624,El Portal,Miami-Dade County,299500,33138,2016
315 NE 55th St,25.826283,-80.189552,13.9,166.8,11,45528.75,253471.25,15.22700669,21,101032.5,197967.5,33.79013378,4750,Miami,Miami-Dade County,299000,33137,2017
421 NE 70th St,25.839805,-80.187725,6.4,76.8,11,48883.5,250116.5,16.34899666,21,108477,190523,36.27993311,5100,Miami,Miami-Dade County,299000,33138,2017
6865 BAY DR,25.854109,-80.12628,13.9,166.8,11,102517.6733,196482.3267,34.28684727,21,227496.1828,71503.81724,76.08567985,10695.63624,Miami Beach,Miami-Dade County,299000,33141,2015
1090 NE 81 ST,25.855374,-80.193103,6.1,73.2,11,102517.6733,196482.3267,34.28684727,21,227496.1828,71503.81724,76.08567985,10695.63624,Miami,Miami-Dade County,299000,33138,2015
500 NE 92 ST,25.863152,-80.192825,4.2,50.4,11,102517.6733,196482.3267,34.28684727,21,227496.1828,71503.81724,76.08567985,10695.63624,Miami Shores,Miami-Dade County,299000,33138,2014
1331 BAY DR,25.852646,-80.132458,0.3,3.6,11,102517.6733,196482.3267,34.28684727,21,227496.1828,71503.81724,76.08567985,10695.63624,Miami Beach,Miami-Dade County,299000,33141,2014
734 NE 90th St,25.856693,-80.182055,0.3,3.6,11,102517.6733,192482.3267,34.75175367,21,227496.1828,67503.81724,77.11735009,10695.63624,Miami,Miami-Dade County,295000,33138,2018
8687 E Dixie Hwy,25.855116,-80.176962,2.9,34.8,11,26358.75,268641.25,8.935169492,21,58492.5,236507.5,19.8279661,2750,Miami,Miami-Dade County,295000,33138,2017
551 NE 69 ST,25.855374,-80.193103,7.9,94.8,11,102517.6733,192482.3267,34.75175367,21,227496.1828,67503.81724,77.11735009,10695.63624,Miami,Miami-Dade County,295000,33138,2014
454 NE 76 ST,25.855374,-80.193103,7.9,94.8,11,102517.6733,189482.3267,35.10879224,21,227496.1828,64503.81724,77.90965163,10695.63624,Miami,Miami-Dade County,292000,33138,2015
784 NE 81st St,25.849314,-80.180432,2.6,31.2,11,54826.2,235173.8,18.90558621,21,121664.4,168335.6,41.95324138,5720,Miami,Miami-Dade County,290000,33138,2016
7601 E TREASURE DR,25.847664,-80.145714,0.3,3.6,11,102517.6733,187482.3267,35.35092184,21,227496.1828,62503.81724,78.44695957,10695.63624,North Bay Village,Miami-Dade County,290000,33141,2015
700 NE 62 ST,25.855374,-80.193103,3,36,11,102517.6733,187482.3267,35.35092184,21,227496.1828,62503.81724,78.44695957,10695.63624,Miami,Miami-Dade County,290000,33138,2015
734 NE 90 ST,25.863152,-80.192825,13.9,166.8,11,102517.6733,187482.3267,35.35092184,21,227496.1828,62503.81724,78.44695957,10695.63624,Miami Shores,Miami-Dade County,290000,33138,2013
345 NE 89 ST,25.863152,-80.192825,13.9,166.8,11,102517.6733,187382.3267,35.36311602,21,227496.1828,62403.81724,78.47401958,10695.63624,El Portal,Miami-Dade County,289900,33138,2014
185 NE 89 ST,25.863152,-80.192825,10.1,121.2,11,102517.6733,186982.3267,35.41197697,21,227496.1828,62003.81724,78.58244655,10695.63624,El Portal,Miami-Dade County,289500,33138,2014
661 NE 80th Street,25.848964,-80.183313,13.9,166.8,11,102517.6733,186482.3267,35.47324337,21,227496.1828,61503.81724,78.71840234,10695.63624,Miami,Miami-Dade County,289000,33138,2016
600 NE 36 ST,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,186482.3267,35.47324337,21,227496.1828,61503.81724,78.71840234,10695.63624,Miami,Miami-Dade County,289000,33137,2015
8230 NE 3 AV,25.850932,-80.191308,5,60,11,102517.6733,186482.3267,35.47324337,21,227496.1828,61503.81724,78.71840234,10695.63624,Miami,Miami-Dade County,289000,33138,2015
7282 GARY AV,25.857691,-80.127529,5,60,11,102517.6733,186482.3267,35.47324337,21,227496.1828,61503.81724,78.71840234,10695.63624,Miami Beach,Miami-Dade County,289000,33141,2014
1390 71 ST,25.853302,-80.13377,2.2,26.4,11,102517.6733,186482.3267,35.47324337,21,227496.1828,61503.81724,78.71840234,10695.63624,Miami Beach,Miami-Dade County,289000,33141,2014
528 NE 75 ST,25.855374,-80.193103,0.3,3.6,11,102517.6733,186482.3267,35.47324337,21,227496.1828,61503.81724,78.71840234,10695.63624,Miami,Miami-Dade County,289000,33138,2014
7282 GARY AV,25.857691,-80.127529,7.1,85.2,11,102517.6733,186482.3267,35.47324337,21,227496.1828,61503.81724,78.71840234,10695.63624,Miami Beach,Miami-Dade County,289000,33141,2013
758 NE 90 ST,25.855374,-80.193103,3.3,39.6,11,102517.6733,185482.3267,35.59641435,21,227496.1828,60503.81724,78.99173012,10695.63624,Miami,Miami-Dade County,288000,33138,2014
812 RAYMOND ST,25.857279,-80.126642,5,60,11,102517.6733,185482.3267,35.59641435,21,227496.1828,60503.81724,78.99173012,10695.63624,Miami Beach,Miami-Dade County,288000,33141,2014
921 NE 81st St,25.849816,-80.177501,7.1,85.2,11,64986.3,221213.7,22.70660377,21,144210.6,141989.4,50.38805031,6780,Miami,Miami-Dade County,286200,33138,2017
900 Bay Dr,25.853292,-80.126235,7.4,88.8,11,102517.6733,182482.3267,35.97111345,21,227496.1828,57503.81724,79.82322202,10695.63624,Miami Beach,Miami-Dade County,285000,33141,2018
6865 BAY DR,25.854109,-80.12628,13.9,166.8,11,102517.6733,182482.3267,35.97111345,21,227496.1828,57503.81724,79.82322202,10695.63624,Miami Beach,Miami-Dade County,285000,33141,2015
801 NE 87 ST,25.855374,-80.193103,13.9,166.8,11,102517.6733,182482.3267,35.97111345,21,227496.1828,57503.81724,79.82322202,10695.63624,Miami,Miami-Dade County,285000,33138,2014
949 NE 82 ST,25.855374,-80.193103,2,24,11,102517.6733,182482.3267,35.97111345,21,227496.1828,57503.81724,79.82322202,10695.63624,Miami,Miami-Dade County,285000,33138,2014
514 NE 76 ST,25.855374,-80.193103,4.9,58.8,11,102517.6733,180382.3267,36.23813126,21,227496.1828,55403.81724,80.41575919,10695.63624,Miami,Miami-Dade County,282900,33138,2014
5701 COLLINS AV,25.837996,-80.120382,0.3,3.6,11,102517.6733,178616.3267,36.4657684,21,227496.1828,53637.81724,80.92090703,10695.63624,Miami,Miami-Dade County,281134,33140,2015
7647 NE 3rd Ave,25.845698,-80.19094,4.2,50.4,11,39058.875,240940.125,13.94964803,21,86675.25,193323.75,30.95555698,4075,Miami,Miami-Dade County,279999,33138,2016
441 NE 71 ST,25.855374,-80.193103,2.1,25.2,11,102517.6733,177382.3267,36.62653567,21,227496.1828,52403.81724,81.27766444,10695.63624,Miami,Miami-Dade County,279900,33138,2014
7344 GARY AV,25.858469,-80.128222,8.4,100.8,11,102517.6733,172482.3267,37.27915394,21,227496.1828,47503.81724,82.72588464,10695.63624,Miami Beach,Miami-Dade County,275000,33141,2015
6450 COLLINS AV,25.84754,-80.120541,4.3,51.6,11,102517.6733,167482.3267,37.96950864,21,227496.1828,42503.81724,84.25784547,10695.63624,Miami Beach,Miami-Dade County,270000,33141,2015
929 NE 78 ST,25.855374,-80.193103,0.4,4.8,11,102517.6733,167482.3267,37.96950864,21,227496.1828,42503.81724,84.25784547,10695.63624,Miami,Miami-Dade County,270000,33138,2015
720 NE 62 ST,25.855374,-80.193103,8.7,104.4,11,102517.6733,167482.3267,37.96950864,21,227496.1828,42503.81724,84.25784547,10695.63624,Miami,Miami-Dade County,270000,33138,2014
1340 NORMANDY DR,25.854558,-80.133527,3.8,45.6,11,102517.6733,167382.3267,37.98357663,21,227496.1828,42403.81724,84.28906364,10695.63624,Miami Beach,Miami-Dade County,269900,33141,2014
460 NE 76 ST,25.855374,-80.193103,3.6,43.2,11,102517.6733,167382.3267,37.98357663,21,227496.1828,42403.81724,84.28906364,10695.63624,Miami,Miami-Dade County,269900,33138,2014
758 NE 90th St,25.857539,-80.182737,13.9,166.8,11,102517.6733,166482.3267,38.11065923,21,227496.1828,41503.81724,84.57107166,10695.63624,Miami,Miami-Dade County,269000,33138,2017
8681 E DIXIE HY,25.855057,-80.177075,1.7,20.4,11,102517.6733,162482.3267,38.68591446,21,227496.1828,37503.81724,85.84761614,10695.63624,Miami,Miami-Dade County,265000,33138,2014
771 NE 82 ST,25.855374,-80.193103,7.1,85.2,11,102517.6733,162382.3267,38.70051843,21,227496.1828,37403.81724,85.88002369,10695.63624,Miami,Miami-Dade County,264900,33138,2015
8351 NE 3 AV,25.852585,-80.19106,5.6,67.2,11,102517.6733,162382.3267,38.70051843,21,227496.1828,37403.81724,85.88002369,10695.63624,Miami,Miami-Dade County,264900,33138,2015
7600 COLLINS AV,25.861736,-80.121395,0.4,4.8,11,102517.6733,160482.3267,38.98010393,21,227496.1828,35503.81724,86.50044972,10695.63624,Miami Beach,Miami-Dade County,263000,33141,2014
880 NE 85 ST,25.855374,-80.193103,0.1,1.2,11,102517.6733,158482.3267,39.27880204,21,227496.1828,33503.81724,87.16328841,10695.63624,Miami,Miami-Dade County,261000,33138,2014
170 NE 88 ST,25.863152,-80.192825,3.1,37.2,11,102517.6733,157482.3267,39.42987436,21,227496.1828,32503.81724,87.49853183,10695.63624,El Portal,Miami-Dade County,260000,33138,2015
7272 GARY AV,25.857556,-80.127421,13.9,166.8,11,102517.6733,157482.3267,39.42987436,21,227496.1828,32503.81724,87.49853183,10695.63624,Miami Beach,Miami-Dade County,260000,33141,2015
3801 INDIAN CREEK DR,25.811387,-80.124298,2.9,34.8,11,102517.6733,157482.3267,39.42987436,21,227496.1828,32503.81724,87.49853183,10695.63624,Indian Creek,Miami-Dade County,260000,33140,2015
7322 GARY AV,25.858233,-80.127939,2.3,27.6,11,102517.6733,157482.3267,39.42987436,21,227496.1828,32503.81724,87.49853183,10695.63624,Miami Beach,Miami-Dade County,260000,33141,2015
5445 COLLINS AV,25.834101,-80.120254,5,60,11,102517.6733,156482.3267,39.58211326,21,227496.1828,31503.81724,87.836364,10695.63624,Miami Beach,Miami-Dade County,259000,33140,2015
360 NE 87 ST,25.863152,-80.192825,7.1,85.2,11,102517.6733,156482.3267,39.58211326,21,227496.1828,31503.81724,87.836364,10695.63624,El Portal,Miami-Dade County,259000,33138,2015
738 NE 90 ST,25.863152,-80.192825,0.5,6,11,102517.6733,156482.3267,39.58211326,21,227496.1828,31503.81724,87.836364,10695.63624,Miami,Miami-Dade County,259000,33138,2015
7600 COLLINS AV,25.861736,-80.121395,14.2,170.4,11,102517.6733,156482.3267,39.58211326,21,227496.1828,31503.81724,87.836364,10695.63624,Miami Beach,Miami-Dade County,259000,33141,2015
8000 EAST DR,25.854285,-80.157277,8.1,97.2,11,102517.6733,152482.3267,40.20300915,21,227496.1828,27503.81724,89.21418932,10695.63624,North Bay Village,Miami-Dade County,255000,33141,2014
1865 79,25.846208,-80.153935,6.6,79.2,11,102517.6733,151482.3267,40.36128871,21,227496.1828,26503.81724,89.56542628,10695.63624,North Bay Village,Miami-Dade County,254000,33141,2015
4737 NE MIAMI PL,25.819285,-80.193827,0.8,9.6,11,102517.6733,147482.3267,41.00706933,21,227496.1828,22503.81724,90.9984731,10695.63624,Miami,Miami-Dade County,250000,33137,2015
4710 Pine Tree Dr,25.822421,-80.126499,5,60,11,102517.6733,147482.3267,41.00706933,21,227496.1828,22503.81724,90.9984731,10695.63624,Miami Beach,Miami-Dade County,250000,33140,2017
8270 NE 4th Avenue,25.851156,-80.189583,3.8,45.6,11,102517.6733,147482.3267,41.00706933,21,227496.1828,22503.81724,90.9984731,10695.63624,Miami,Miami-Dade County,250000,33138,2016
7939 West Dr,25.853359,-80.157215,13.9,166.8,11,102517.6733,146482.3267,41.17175636,21,227496.1828,21503.81724,91.36392882,10695.63624,North Bay Village,Miami-Dade County,249000,33141,2016
661 NE 88th St,25.856318,-80.183323,5,60,11,102517.6733,146482.3267,41.17175636,21,227496.1828,21503.81724,91.36392882,10695.63624,Miami Shores,Miami-Dade County,249000,33138,2016
1039 NE LITTLE RIVER DR,25.84611,-80.175354,2.9,34.8,11,102517.6733,146482.3267,41.17175636,21,227496.1828,21503.81724,91.36392882,10695.63624,Miami,Miami-Dade County,249000,33138,2013
1701 N Treasure Dr,25.847598,-80.150258,5,60,11,102517.6733,145482.3267,41.3377715,21,227496.1828,20503.81724,91.73233176,10695.63624,North Bay Village,Miami-Dade County,248000,33141,2017
6770 Indian Creek Dr,25.851627,-80.122692,5,60,11,102517.6733,142482.3267,41.8439483,21,227496.1828,17503.81724,92.8555848,10695.63624,Miami Beach,Miami-Dade County,245000,33141,2018
621 NE 67 ST,25.855374,-80.193103,7.1,85.2,11,102517.6733,139882.3267,42.29276953,21,227496.1828,14903.81724,93.85156054,10695.63624,Miami,Miami-Dade County,242400,33138,2015
251 NE 46TH ST,25.818145,-80.190295,13.9,166.8,11,102517.6733,137482.3267,42.71569722,21,227496.1828,12503.81724,94.79007615,10695.63624,Miami,Miami-Dade County,240000,33137,2015
4710 Pine Tree Dr,25.822421,-80.126499,13.9,166.8,11,102517.6733,136482.3267,42.89442399,21,227496.1828,11503.81724,95.18668735,10695.63624,Miami Beach,Miami-Dade County,239000,33140,2018
7601 E TREASURE DR,25.847664,-80.145714,0.3,3.6,11,102517.6733,134982.3267,43.16533614,21,227496.1828,10003.81724,95.78786643,10695.63624,North Bay Village,Miami-Dade County,237500,33141,2015
1880 S Treasure Dr,25.844498,-80.146607,0.3,3.6,11,102517.6733,132982.3267,43.53192074,21,227496.1828,8003.81724,96.60135149,10695.63624,North Bay Village,Miami-Dade County,235500,33141,2017
6345 Collins Ave,25.845235,-80.119883,13.9,166.8,11,102517.6733,132482.3267,43.62454184,21,227496.1828,7503.81724,96.80688628,10695.63624,Miami Beach,Miami-Dade County,235000,33141,2016
231 NE 89 ST,25.863152,-80.192825,13.9,166.8,11,102517.6733,132482.3267,43.62454184,21,227496.1828,7503.81724,96.80688628,10695.63624,El Portal,Miami-Dade County,235000,33138,2014
4710 Pine Tree Dr,25.822421,-80.126499,2.9,34.8,11,102517.6733,132382.3267,43.64311338,21,227496.1828,7403.81724,96.84809824,10695.63624,Miami Beach,Miami-Dade County,234900,33140,2018
6345 Collins Ave,25.845235,-80.119883,4.3,51.6,11,102517.6733,127482.3267,44.57290145,21,227496.1828,2503.81724,98.91138381,10695.63624,Miami Beach,Miami-Dade County,230000,33141,2017
5445 Collins Avenue,25.834101,-80.120254,13.9,166.8,11,0,230000,0,21,0,230000,0,0,Miami Beach,Miami-Dade County,230000,33140,2014
453 NE 69th St,25.839111,-80.18708,0.4,4.8,11,48883.5,177916.5,21.55357143,21,108477,118323,47.82936508,5100,Miami,Miami-Dade County,226800,33138,2017
8955 NE 4th Ave Rd,25.857455,-80.189092,0.4,4.8,11,102517.6733,117482.3267,46.59894242,21,227496.1828,-7496.18276,103.4073558,10695.63624,Miami Shores,Miami-Dade County,220000,33138,2018
8401 NE 2 CT,25.852592,-80.192637,7.1,85.2,11,102517.6733,117482.3267,46.59894242,21,227496.1828,-7496.18276,103.4073558,10695.63624,Miami,Miami-Dade County,220000,33138,2014
6525 E Collins Ave,25.848612,-80.119698,0.3,3.6,11,102517.6733,112482.3267,47.68263876,21,227496.1828,-12496.18276,105.812178,10695.63624,Miami Beach,Miami-Dade County,215000,33141,2019
6345 Collins Ave,25.845235,-80.119883,7.1,85.2,11,102517.6733,112482.3267,47.68263876,21,227496.1828,-12496.18276,105.812178,10695.63624,Miami Beach,Miami-Dade County,215000,33141,2017
8310 NE 4 AV,25.855374,-80.193103,4.7,56.4,11,102517.6733,112482.3267,47.68263876,21,227496.1828,-12496.18276,105.812178,10695.63624,Miami,Miami-Dade County,215000,33138,2014
631 NE 87 ST,25.855374,-80.193103,2.9,34.8,11,102517.6733,112482.3267,47.68263876,21,227496.1828,-12496.18276,105.812178,10695.63624,Miami,Miami-Dade County,215000,33138,2014
8930 NE 8 AV,25.855374,-80.193103,1.8,21.6,11,102517.6733,112482.3267,47.68263876,21,227496.1828,-12496.18276,105.812178,10695.63624,Miami,Miami-Dade County,215000,33138,2014
5521 NE 1st Ct,25.82676,-80.192879,5,60,11,42653.25,167346.75,20.31107143,21,94651.5,115348.5,45.07214286,4450,Miami,Miami-Dade County,210000,33137,2019
777 NE 62nd St,25.833767,-80.181327,5.3,63.6,11,102517.6733,107482.3267,48.81793968,21,227496.1828,-17496.18276,108.3315156,10695.63624,Miami,Miami-Dade County,210000,33138,2017
965 NE 80 ST,25.855374,-80.193103,7.1,85.2,11,102517.6733,107482.3267,48.81793968,21,227496.1828,-17496.18276,108.3315156,10695.63624,Miami,Miami-Dade County,210000,33138,2014
6345 Collins Ave,25.845235,-80.119883,1.8,21.6,11,102517.6733,107382.3267,48.84119739,21,227496.1828,-17596.18276,108.3831266,10695.63624,Miami Beach,Miami-Dade County,209900,33141,2017
755 NE 82 ST,25.855374,-80.193103,5,60,11,102517.6733,106482.3267,49.05151834,21,227496.1828,-18496.18276,108.8498482,10695.63624,Miami,Miami-Dade County,209000,33138,2014
900 BAY DR,25.853292,-80.126235,5,60,11,102517.6733,106482.3267,49.05151834,21,227496.1828,-18496.18276,108.8498482,10695.63624,Miami Beach,Miami-Dade County,209000,33141,2013
21245 NE 9th Ct,25.97175,-80.183777,5,60,11,102517.6733,105482.3267,49.28734295,21,227496.1828,-19496.18276,109.3731648,10695.63624,Miami,Miami-Dade County,208000,33179,2019
8287 E Dixie Hwy,25.851352,-80.181686,13.1,157.2,11,102517.6733,105482.3267,49.28734295,21,227496.1828,-19496.18276,109.3731648,10695.63624,Miami,Miami-Dade County,208000,33138,2016
1785 Calais Dr,25.853882,-80.139781,13.9,166.8,11,102517.6733,104482.3267,49.52544605,21,227496.1828,-20496.18276,109.9015376,10695.63624,Miami Beach,Miami-Dade County,207000,33141,2018
543 NE 72 ST,25.855374,-80.193103,5,60,11,102517.6733,102382.3267,50.03302749,21,227496.1828,-22596.18276,111.0279076,10695.63624,Miami,Miami-Dade County,204900,33138,2015
150 NE 63rd St,25.8336,-80.193177,5,60,11,42269.85,157630.15,21.14549775,21,93800.7,106099.3,46.92381191,4410,Miami,Miami-Dade County,199900,33138,2018
6345 Collins Ave,25.845235,-80.119883,13.9,166.8,11,102517.6733,97382.32667,51.2844789,21,227496.1828,-27596.18276,113.8049939,10695.63624,Miami Beach,Miami-Dade County,199900,33141,2017
6345 Collins Ave,25.845235,-80.119883,3.3,39.6,11,102517.6733,97382.32667,51.2844789,21,227496.1828,-27596.18276,113.8049939,10695.63624,Miami Beach,Miami-Dade County,199900,33141,2016
154 NE 76th st,25.84452,-80.193776,0.6,7.2,11,102517.6733,96482.32667,51.51641876,21,227496.1828,-28496.18276,114.3196898,10695.63624,Miami,Miami-Dade County,199000,33138,2018
8925 NE 4th Ave Rd,25.857176,-80.188941,10.5,126,11,102517.6733,96482.32667,51.51641876,21,227496.1828,-28496.18276,114.3196898,10695.63624,Miami Shores,Miami-Dade County,199000,33138,2018
1231 NE 85 ST,25.855374,-80.193103,7.1,85.2,11,102517.6733,96482.32667,51.51641876,21,227496.1828,-28496.18276,114.3196898,10695.63624,Miami,Miami-Dade County,199000,33138,2014
462 NE 63 ST,25.855374,-80.193103,11.1,133.2,11,102517.6733,95082.32667,51.88141363,21,227496.1828,-29896.18276,115.1296471,10695.63624,Miami,Miami-Dade County,197600,33138,2014
8705 NE 4th,25.855122,-80.188852,5,60,11,102517.6733,91482.32667,52.84416151,21,227496.1828,-33496.18276,117.2660736,10695.63624,Miami Shores,Miami-Dade County,194000,33138,2018
8917 NE 4th Ave Rd,25.857101,-80.18894,3.4,40.8,11,102517.6733,89982.32667,53.2559342,21,227496.1828,-34996.18276,118.1798352,10695.63624,Miami Shores,Miami-Dade County,192500,33138,2018
4130 Collins Ave,25.813688,-80.123144,3.6,43.2,11,102517.6733,82982.32667,55.26559209,21,227496.1828,-41996.18276,122.6394516,10695.63624,Miami Beach,Miami-Dade County,185500,33140,2016
169 NE 53rd St,25.824932,-80.192469,13.9,166.8,11,43132.5,141767.5,23.32747431,21,95715,89185,51.76581936,4500,Miami,Miami-Dade County,184900,33137,2018
7620 NE 3rd Ct,25.84529,-80.190472,3.1,37.2,11,47925,132075,26.625,21,106350,73650,59.08333333,5000,Miami,Miami-Dade County,180000,33138,2018
8923 NE 4th Ave Rd,25.857157,-80.188941,12.8,153.6,11,102517.6733,77482.32667,56.95426296,21,227496.1828,-47496.18276,126.3867682,10695.63624,Miami Shores,Miami-Dade County,180000,33138,2017
4710 PINETREE DR,25.822421,-80.126499,1.3,15.6,11,102517.6733,77482.32667,56.95426296,21,227496.1828,-47496.18276,126.3867682,10695.63624,Miami Beach,Miami-Dade County,180000,33140,2015
8681 E DIXIE HY,25.855057,-80.177075,1.5,18,11,102517.6733,77482.32667,56.95426296,21,227496.1828,-47496.18276,126.3867682,10695.63624,Miami,Miami-Dade County,180000,33138,2014
